Unnamed: 0,Private,Apps,Accept,Enroll,Top10perc,Top25perc,F.Undergrad,P.Undergrad,Outstate,Room.Board,Books,Personal,PhD,Terminal,S.F.Ratio,perc.alumni,Expend,Grad.Rate,Apps_trans,Accept_trans,Enroll_trans,Top10perc_trans,F.Undergrad_trans,P.Undergrad_trans,Outstate_trans,Books_trans,Personal_trans,PhD_trans,Terminal_trans,S.F.Ratio_trans,perc.alumni_trans,Expend_trans,Accept_Rate,Outstate_Tier,Outstate_Tier_encoded,Private_encoded,Outstate_Tier_encoded_scaled,Private_encoded_scaled,Apps_trans_scaled,Accept_trans_scaled,Enroll_trans_scaled,Top10perc_trans_scaled,F.Undergrad_trans_scaled,P.Undergrad_trans_scaled,Outstate_trans_scaled,Books_trans_scaled,Personal_trans_scaled,PhD_trans_scaled,Terminal_trans_scaled,S.F.Ratio_trans_scaled,perc.alumni_trans_scaled,Expend_trans_scaled,Accept_Rate_trans,Private_encoded_trans,Private_encoded_scaled_trans,Accept_Rate_trans_scaled,Private_encoded_trans_scaled,Private_encoded_scaled_trans_scaled
Austin College,Yes,948,798,295,42,74,1120,15,11280,4342,400,1150,81.0,95,13.0,33,11361,71,-0.507651489856733,-0.40582487664728745,-0.4640018165174354,0.9521981331052524,-0.5467087239577507,-1.7040137178469246,0.3290299885963058,-1.0388011424180428,-0.0953232079457115,0.47901914729053885,1.1638582779526243,-0.2229029900664657,0.8739402534841448,0.7257926375216123,0.8417721518987342,Medium,1,1,0.3581403891754813,0.6125530498969481,-0.5076514898567334,-0.4058248766472874,-0.4640018165174361,0.9521981331052519,-0.5467087239577503,-1.7040137178469246,0.32902998859630506,-1.0388011424180428,-0.0953232079457125,0.47901914729053846,1.1638582779526243,-0.2229029900664661,0.8739402534841444,0.7257926375216314,0.6232260202487022,0.6125530498969479,0.612553049896948,0.6232260202487019,0.6125530498969481,0.6125530498969483
Averett College,Yes,627,556,172,16,40,777,538,9925,4135,750,1350,59.0,67,22.4,11,6523,48,-0.9170416219529709,-0.7880557649706963,-1.108997895324639,-0.5868962977653778,-0.983400626876283,0.30771780007236427,-0.0010750875095531672,1.302507133936391,0.236441135041996,-0.9498508314361171,-0.9851956007117693,1.9576041592094642,-0.9453261344609437,-0.7165101643787235,0.886762360446571,Medium,1,1,0.3581403891754813,0.6125530498969481,-0.9170416219529712,-0.7880557649706962,-1.10899789532464,-0.5868962977653782,-0.9834006268762826,0.3077178000723642,-0.0010750875095538852,1.3025071339363914,0.236441135041995,-0.9498508314361175,-0.9851956007117694,1.9576041592094637,-0.9453261344609442,-0.7165101643787044,1.0722784758826107,0.6125530498969479,0.612553049896948,1.0722784758826105,0.6125530498969481,0.6125530498969483
Baker University,Yes,602,483,206,21,47,958,466,8620,4100,400,2250,58.0,68,11.0,21,6136,65,-0.9579995396683371,-0.9395277313472329,-0.8874506121675922,-0.18710169614595554,-0.7290445332847445,0.21327770038895646,-0.34831861749189164,-1.0388011424180428,1.3199729923470302,-1.004132554468048,-0.9283850943804479,-0.762497566859782,0.004942020606680277,-0.903700137449826,0.8023255813953488,Low,0,1,-1.0987972149572356,0.6125530498969481,-0.9579995396683374,-0.9395277313472328,-0.887450612167593,-0.18710169614595593,-0.7290445332847441,0.21327770038895638,-0.34831861749189236,-1.0388011424180428,1.3199729923470291,-1.0041325544680484,-0.928385094380448,-0.7624975668597824,0.004942020606679884,-0.9037001374498069,0.2659664510651664,0.6125530498969479,0.612553049896948,0.26596645106516603,0.6125530498969481,0.6125530498969483
Baldwin-Wallace College,Yes,1690,1366,662,30,61,2718,1460,10995,4410,1000,1000,68.0,74,17.6,20,8086,85,0.04463831941133109,0.14541411601488888,0.40807183526213026,0.3771313679720627,0.37778846608272787,0.9976602245902023,0.26185570065763164,2.438259845296428,-0.3813083118461038,-0.4196154901574144,-0.558311349746167,0.9042148943004111,-0.07789765626183243,-0.10617509277113449,0.808284023668639,Medium,1,1,0.3581403891754813,0.6125530498969481,0.04463831941133074,0.14541411601488896,0.40807183526212965,0.3771313679720623,0.3777884660827283,0.9976602245902022,0.2618557006576309,2.438259845296429,-0.3813083118461048,-0.4196154901574148,-0.5583113497461671,0.9042148943004107,-0.07789765626183281,-0.10617509277111542,0.3178458546524121,0.6125530498969479,0.612553049896948,0.3178458546524117,0.6125530498969481,0.6125530498969483
Barat College,Yes,261,192,111,15,36,453,266,9690,4300,500,500,57.0,77,9.7,35,9337,71,-1.8260954671086296,-1.9687126162726214,-1.672402968778429,-0.6779904542213022,-1.6948418503721536,-0.1440465646907973,-0.06129050338777985,-0.22914901677242944,-1.756532921293452,-1.057488442042449,-0.3539307841170397,-1.1343222081673965,1.0017342937327451,0.264569671716386,0.735632183908046,Medium,1,1,0.3581403891754813,0.6125530498969481,-1.82609546710863,-1.9687126162726214,-1.6724029687784299,-0.6779904542213027,-1.6948418503721532,-0.14404656469079738,-0.06129050338778057,-0.22914901677242913,-1.756532921293453,-1.0574884420424495,-0.3539307841170398,-1.134322208167397,1.0017342937327447,0.2645696717164051,-0.26720733012638265,0.6125530498969479,0.612553049896948,-0.26720733012638315,0.6125530498969481,0.6125530498969483
Bard College,Yes,1910,838,285,50,85,1004,15,19264,6206,750,750,98.0,98,10.4,30,13894,79,0.1585862813332729,-0.35481505588950774,-0.5036709234900614,1.2670949932019226,-0.6736549443404114,-1.7040137178469246,1.877936376866113,1.302507133936391,-0.960715953306189,1.8914587580049667,1.4683762334705521,-0.9318252596102692,0.6744919519989533,1.150594598238403,0.4387434554973822,High,2,1,1.8150779933081982,0.6125530498969481,0.15858628133327254,-0.3548150558895077,-0.5036709234900622,1.2670949932019222,-0.673654944340411,-1.7040137178469246,1.8779363768661124,1.3025071339363914,-0.96071595330619,1.8914587580049662,1.4683762334705521,-0.9318252596102696,0.6744919519989528,1.150594598238422,-1.7947233227608688,0.6125530498969479,0.612553049896948,-1.7947233227608697,0.6125530498969481,0.6125530498969483
Barnard College,Yes,2496,1402,531,53,95,2121,69,17926,8124,600,850,83.0,93,10.3,33,12580,91,0.4042205521453873,0.17157189103767176,0.18084021176096163,1.3749718020632458,0.1369883924257922,-0.9330797465670045,1.6526908918394725,0.4497726389260374,-0.7101522318661437,0.6312170198691968,0.9693375120855497,-0.9604175254095518,0.8739402534841448,0.9467020594880287,0.561698717948718,High,2,1,1.8150779933081982,0.6125530498969481,0.404220552145387,0.17157189103767184,0.180840211760961,1.3749718020632453,0.13698839242579264,-0.9330797465670047,1.6526908918394718,0.4497726389260378,-0.7101522318661447,0.6312170198691964,0.9693375120855496,-0.9604175254095523,0.8739402534841444,0.9467020594880478,-1.304460068628733,0.6125530498969479,0.612553049896948,-1.3044600686287338,0.6125530498969481,0.6125530498969483
Barry University,Yes,990,784,279,18,45,1811,3144,11290,5360,600,1800,76.0,78,12.6,11,9084,72,-0.46542800325032313,-0.42432702791534,-0.5282504468415923,-0.41691464264756517,-0.02339578914694879,1.5698065814191604,0.3313666273025452,0.4497726389260374,0.8416278943466902,0.11480358880148679,-0.2828555413330692,-0.3280101887390996,-0.9453261344609437,0.19598688981904883,0.7919191919191919,Medium,1,1,0.3581403891754813,0.6125530498969481,-0.46542800325032346,-0.42432702791533994,-0.5282504468415931,-0.41691464264756556,-0.023395789146948332,1.5698065814191604,0.33136662730254446,0.4497726389260378,0.8416278943466892,0.11480358880148643,-0.28285554133306934,-0.3280101887391,-0.9453261344609442,0.1959868898190679,0.1770865216277785,0.6125530498969479,0.612553049896948,0.17708652162777808,0.6125530498969481,0.6125530498969483
Baylor University,Yes,6075,5349,2367,34,66,9919,484,6450,3920,600,1346,71.0,76,18.5,38,7503,72,1.1869492478752022,1.4557955424412599,1.5790171659797785,0.5861080901616065,1.4424901101265637,0.23807445754375747,-1.0119678787514388,0.4497726389260374,0.23026557364173544,-0.22617376518526458,-0.42352364534226566,1.1099549318779256,1.186525502100285,-0.3107812607805853,0.8804938271604938,Low,0,1,-1.0987972149572356,0.6125530498969481,1.1869492478752017,1.4557955424412599,1.579017165979778,0.586108090161606,1.4424901101265641,0.2380744575437574,-1.0119678787514395,0.4497726389260378,0.23026557364173444,-0.22617376518526494,-0.4235236453422658,1.1099549318779252,1.1865255021002845,-0.3107812607805662,1.0069314129114908,0.6125530498969479,0.612553049896948,1.0069314129114906,0.6125530498969481,0.6125530498969483
Beaver College,Yes,1163,850,348,23,56,878,519,12850,5400,400,800,78.0,89,12.2,30,8954,73,-0.30972125495993,-0.34001854790080843,-0.27681744039153794,-0.04753313995778422,-0.8335520701903105,0.28397209534078993,0.6803933763521203,-1.0388011424180428,-0.8318078970334455,0.2576999703306144,0.6002637149158834,-0.43446218134192693,0.6744919519989533,0.1595892827401136,0.7308684436801376,Medium,1,1,0.3581403891754813,0.6125530498969481,-0.30972125495993036,-0.3400185479008084,-0.27681744039153866,-0.04753313995778462,-0.8335520701903101,0.2839720953407899,0.6803933763521196,-1.0388011424180428,-0.8318078970334465,0.25769997033061404,0.6002637149158833,-0.4344621813419273,0.6744919519989528,0.15958928274013268,-0.3021064200621812,0.6125530498969479,0.612553049896948,-0.3021064200621817,0.6125530498969481,0.6125530498969483
Bellarmine College,Yes,807,707,308,39,63,1198,605,8840,2950,750,1290,74.0,82,13.1,31,6668,84,-0.6656636034640874,-0.5328455003813007,-0.4146893188785438,0.821887512510805,-0.47003687202019073,0.3857551139811216,-0.2874675143248177,1.302507133936391,0.14197503239976528,-0.024374663811267006,0.01651265888576715,-0.19682982022428813,0.7420738947418721,-0.6507239176712355,0.8760842627013631,Medium,1,1,0.3581403891754813,0.6125530498969481,-0.6656636034640877,-0.5328455003813006,-0.41468931887854454,0.8218875125108046,-0.4700368720201903,0.38575511398112156,-0.28746751432481843,1.3025071339363914,0.14197503239976428,-0.02437466381126737,0.01651265888576704,-0.19682982022428855,0.7420738947418717,-0.6507239176712164,0.9615133979218634,0.6125530498969479,0.612553049896948,0.9615133979218632,0.6125530498969481,0.6125530498969483
Belmont Abbey College,Yes,632,494,129,17,36,709,131,9000,4850,300,2480,78.0,85,13.2,10,7550,52,-0.9090602743211865,-0.9151957726268133,-1.4749455336252875,-0.5000085327852752,-1.0983497348856706,-0.5705263683871301,-0.2438343441522976,-2.0489462340837274,1.5310882418887717,0.2576999703306144,0.25719681074029643,-0.17083644547256602,-1.060970526681064,-0.29338766091865626,0.7816455696202531,Medium,1,1,0.3581403891754813,0.6125530498969481,-0.9090602743211869,-0.9151957726268132,-1.4749455336252884,-0.5000085327852757,-1.0983497348856701,-0.5705263683871302,-0.24383434415229832,-2.0489462340837274,1.5310882418887706,0.25769997033061404,0.2571968107402963,-0.17083644547256643,-1.0609705266810645,-0.29338766091863716,0.0914611062983101,0.6125530498969479,0.612553049896948,0.09146110629830968,0.6125530498969481,0.6125530498969483
Belmont University,Yes,1220,974,481,28,67,1964,623,7800,3664,650,900,61.0,61,11.1,19,7614,49,-0.2638120411000628,-0.19904014516410398,0.07638555767456087,0.26440143846515807,0.05962111603898401,0.40537353182655866,-0.5845649575677309,0.7528645357434074,-0.5949489827396871,-0.8385089510035679,-1.2980146652677276,-0.7346353504225267,-0.16286735762255852,-0.2699695003134239,0.7983606557377049,Low,0,1,-1.0987972149572356,0.6125530498969481,-0.2638120411000631,-0.1990401451641039,0.0763855576745602,0.2644014384651577,0.05962111603898447,0.4053735318265586,-0.5845649575677315,0.7528645357434078,-0.5949489827396881,-0.8385089510035683,-1.2980146652677276,-0.7346353504225271,-0.1628673576225589,-0.26996950031340483,0.23184493003643325,0.6125530498969479,0.612553049896948,0.23184493003643286,0.6125530498969481,0.6125530498969483
Beloit College,Yes,1320,923,284,26,54,1085,81,16304,3616,355,715,75.0,95,11.1,26,12957,69,-0.18857098746864043,-0.254560600663524,-0.5077258642752942,0.14524475095617614,-0.5832587468958396,-0.8444832209799878,1.364294492030937,-1.4624123781873197,-1.0557736570191054,0.0447497870211825,1.1638582779526243,-0.7346353504225267,0.3918121831278882,1.008453527837201,0.6992424242424242,High,2,1,1.8150779933081982,0.6125530498969481,-0.1885709874686408,-0.25456060066352393,-0.507725864275295,0.14524475095617576,-0.5832587468958391,-0.844483220979988,1.3642944920309363,-1.4624123781873197,-1.0557736570191065,0.04474978702118213,1.1638582779526243,-0.7346353504225271,0.3918121831278878,1.0084535278372202,-0.5237027506854441,0.6125530498969479,0.612553049896948,-0.5237027506854447,0.6125530498969481,0.6125530498969483
Bemidji State University,No,1208,877,546,12,36,3796,824,4425,2700,660,1800,57.0,62,19.6,16,3752,46,-0.27328317428933774,-0.3075272521133158,0.20997652189421875,-0.9818731086748947,0.6821084158680634,0.5950291122368255,-1.7812764950108653,0.8110292102757778,0.8416278943466902,-1.057488442042449,-1.2491515938109201,1.3559208750186327,-0.4323290036172367,-2.6577929972476197,0.7259933774834437,Low,0,0,-1.0987972149572356,-1.6325116659989423,-0.27328317428933807,-0.3075272521133157,0.20997652189421812,-0.9818731086748952,0.6821084158680638,0.5950291122368254,-1.781276495010866,0.8110292102757782,0.8416278943466892,-1.0574884420424495,-1.2491515938109201,1.3559208750186322,-0.4323290036172371,-2.6577929972476007,-0.3374019619719513,-1.6325116659989425,-1.6325116659989423,-0.3374019619719518,-1.6325116659989423,-1.6325116659989423
Benedictine College,Yes,632,620,222,14,24,702,501,9550,3850,350,250,75.0,84,14.1,18,5922,58,-0.9090602743211865,-0.6718042239716324,-0.7973322103496764,-0.7737777547234982,-1.1109414798093515,0.26073289557076035,-0.09762072918257073,-1.5123285343587667,-3.0619405032836524,0.0447497870211825,0.17540598418550252,0.05964138157856781,-0.2501326687269887,-1.0152293453427368,0.9810126582278481,Medium,1,1,0.3581403891754813,0.6125530498969481,-0.9090602743211869,-0.6718042239716323,-0.7973322103496772,-0.7737777547234986,-1.110941479809351,0.2607328955707603,-0.09762072918257145,-1.5123285343587667,-3.0619405032836533,0.04474978702118213,0.1754059841855024,0.059641381578567396,-0.2501326687269891,-1.0152293453427177,2.172333441346851,0.6125530498969479,0.612553049896948,2.172333441346851,0.6125530498969481,0.6125530498969483
Bennington College,Yes,519,327,114,25,53,457,2,21700,4100,600,500,35.0,59,10.1,33,16364,55,-1.1083515269135147,-1.36694508797616,-1.6370444077077289,0.08298682799864276,-1.6825681685623972,-2.4679406326137143,2.2629504345082254,0.4497726389260374,-1.756532921293452,-1.9976114769053313,-1.391918192175684,-1.0179321545692772,0.8739402534841448,1.4633526137989477,0.630057803468208,High,2,1,1.8150779933081982,0.6125530498969481,-1.1083515269135151,-1.36694508797616,-1.6370444077077297,0.08298682799864236,-1.6825681685623968,-2.4679406326137143,2.2629504345082245,0.4497726389260378,-1.756532921293453,-1.9976114769053317,-1.391918192175684,-1.0179321545692777,0.8739402534841444,1.4633526137989668,-0.9512137847575939,0.6125530498969479,0.612553049896948,-0.9512137847575945,0.6125530498969481,0.6125530498969483
Bentley College,Yes,3466,2330,640,20,60,3095,1533,13800,5510,630,850,87.0,87,17.5,20,10941,82,0.6990927713826794,0.6729704902870632,0.3737443057411765,-0.26074560260699386,0.4987757027379349,1.0329347866903604,0.8794630497883545,0.6341541487893395,-0.7101522318661437,0.9467830013589739,0.4255260215207906,0.8810919176520503,-0.07789765626183243,0.6410060787352883,0.6722446624350836,Medium,1,1,0.3581403891754813,0.6125530498969481,0.6990927713826791,0.6729704902870633,0.3737443057411759,-0.26074560260699425,0.49877570273793537,1.0329347866903604,0.8794630497883539,0.63415414878934,-0.7101522318661447,0.9467830013589735,0.4255260215207905,0.8810919176520499,-0.07789765626183281,0.6410060787353073,-0.69952935366507,0.6125530498969479,0.612553049896948,-0.6995293536650705,0.6125530498969481,0.6125530498969483
Berry College,Yes,1858,1221,480,37,68,1620,49,8050,3940,350,2375,80.0,80,16.3,17,10511,63,0.13297336548270378,0.0320288514344553,0.07417021705452571,0.7305835658560428,-0.13991033170989442,-1.1175304058302242,-0.5108774058803224,-1.5123285343587667,1.437063558332626,0.4043159082560863,-0.13620911968157937,0.599273199975862,-0.3398815888114029,0.5488362384626414,0.6571582346609257,Low,0,1,-1.0987972149572356,0.6125530498969481,0.13297336548270342,0.03202885143445538,0.07417021705452505,0.7305835658560423,-0.13991033170989398,-1.1175304058302242,-0.510877405880323,-1.5123285343587667,1.4370635583326248,0.40431590825608593,-0.13620911968157948,0.5992731999758616,-0.3398815888114033,0.5488362384626605,-0.7926770796571178,0.6125530498969479,0.612553049896948,-0.7926770796571184,0.6125530498969481,0.6125530498969483
Bethany College,Yes,878,816,200,16,41,706,62,8740,3363,550,1700,62.0,68,11.6,29,7718,48,-0.5826914470977534,-0.3825398654091073,-0.9233439972829369,-0.5868962977653778,-1.1037275733725336,-0.991411497696945,-0.31500229704223853,0.12378880488361321,0.7203603688354095,-0.7814483389667398,-0.9283850943804479,-0.5967914238632761,0.605737985971725,-0.23255550488226648,0.929384965831435,Low,0,1,-1.0987972149572356,0.6125530498969481,-0.5826914470977538,-0.3825398654091072,-0.9233439972829377,-0.5868962977653782,-1.1037275733725331,-0.9914114976969451,-0.31500229704223925,0.12378880488361355,0.7203603688354085,-0.7814483389667402,-0.928385094380448,-0.5967914238632765,0.6057379859717246,-0.2325555048822474,1.5417000603591435,0.6125530498969479,0.612553049896948,1.5417000603591435,0.6125530498969481,0.6125530498969483
Bethel College KS,Yes,202,184,122,19,42,537,101,8540,3580,500,1400,61.0,80,8.8,32,8324,56,-2.1026375522751204,-2.017725385613976,-1.5477414460189312,-0.337261774390416,-1.4614640477788383,-0.7202810335864781,-0.3706991149478402,-0.22914901677242944,0.3122382660840021,-0.8385089510035679,-0.13620911968157937,-1.403296020123217,0.808539510579746,-0.029065114096444016,0.9108910891089109,Low,0,1,-1.0987972149572356,0.6125530498969481,-2.102637552275121,-2.017725385613976,-1.547741446018932,-0.3372617743904164,-1.4614640477788379,-0.7202810335864782,-0.3706991149478409,-0.22914901677242913,0.3122382660840011,-0.8385089510035683,-0.13620911968157948,-1.4032960201232174,0.8085395105797456,-0.029065114096424944,1.3325513523889028,0.6125530498969479,0.612553049896948,1.3325513523889025,0.6125530498969481,0.6125530498969483
Bethel College,Yes,502,384,104,11,28,347,74,6200,2900,600,800,63.0,63,11.7,13,7623,35,-1.1423243160234842,-1.1895046015650756,-1.7593507618111646,-1.095737735489672,-2.0783314624626508,-0.8945956011036518,-1.0974240937706987,0.4497726389260374,-0.8318078970334455,-0.7234609819608288,-1.1989966331316235,-0.5695082346102578,-0.7285459060471434,-0.2667006611368595,0.7649402390438247,Low,0,1,-1.0987972149572356,0.6125530498969481,-1.1423243160234846,-1.1895046015650756,-1.7593507618111655,-1.0957377354896725,-2.0783314624626503,-0.8945956011036519,-1.0974240937706994,0.4497726389260378,-0.8318078970334465,-0.7234609819608291,-1.1989966331316235,-0.5695082346102582,-0.7285459060471439,-0.2667006611368404,-0.04337142733677372,0.6125530498969479,0.612553049896948,-0.04337142733677416,0.6125530498969481,0.6125530498969483
Bethune Cookman College,Yes,1646,1150,542,12,30,2128,82,5188,3396,650,2500,48.0,48,13.8,9,6817,58,0.019940648999340557,-0.02886652428144533,0.20229803226725734,-0.9818731086748947,0.1402740779757207,-0.8376461676233993,-1.4685837065978347,0.7528645357434074,1.5485785299599362,-1.4960693268775773,-1.8218082056103093,-0.01650783055462927,-1.18236541463741,-0.5853824304533164,0.6986634264884569,Low,0,1,-1.0987972149572356,0.6125530498969481,0.01994064899934021,-0.028866524281445257,0.2022980322672567,-0.9818731086748952,0.14027407797572114,-0.8376461676233994,-1.4685837065978353,0.7528645357434078,1.548578529959935,-1.4960693268775778,-1.8218082056103093,-0.016507830554629687,-1.1823654146374105,-0.5853824304532973,-0.52759985080729,0.6125530498969479,0.612553049896948,-0.5275998508072905,0.6125530498969481,0.6125530498969483
